name,genome_filename,protein_filename
phylodb_1106 Chlamydia_trachomatis_G__SotonG1,,phylodb_1.076_taxsplit.ff/phylodb_1106.fa
phylodb_1107 Chlamydia_trachomatis_IU824,,phylodb_1.076_taxsplit.ff/phylodb_1107.fa
phylodb_1108 Chlamydia_trachomatis_IU888,,phylodb_1.076_taxsplit.ff/phylodb_1108.fa
phylodb_1109 Chlamydia_trachomatis_Ia__SotonIa1,,phylodb_1.076_taxsplit.ff/phylodb_1109.fa
phylodb_1110 Chlamydia_trachomatis_Ia__SotonIa3,,phylodb_1.076_taxsplit.ff/phylodb_1110.fa
phylodb_1111 Chlamydia_trachomatis_J__6276tet1,,phylodb_1.076_taxsplit.ff/phylodb_1111.fa
phylodb_1112 Chlamydia_trachomatis_K__SotonK1,,phylodb_1.076_taxsplit.ff/phylodb_1112.fa
phylodb_1113 Chlamydia_trachomatis_L1__115,,phylodb_1.076_taxsplit.ff/phylodb_1113.fa
phylodb_1114 Chlamydia_trachomatis_L1__1322__p2,,phylodb_1.076_taxsplit.ff/phylodb_1114.fa
phylodb_1115 Chlamydia_trachomatis_L1__224,,phylodb_1.076_taxsplit.ff/phylodb_1115.fa
phylodb_1116 Chlamydia_trachomatis_L1__440__LN,,phylodb_1.076_taxsplit.ff/phylodb_1116.fa
phylodb_1117 Chlamydia_trachomatis_L2__25667R,,phylodb_1.076_taxsplit.ff/phylodb_1117.fa
phylodb_1118 Chlamydia_trachomatis_L2__434__Bu(f),,phylodb_1.076_taxsplit.ff/phylodb_1118.fa
phylodb_1120 Chlamydia_trachomatis_L2b__795,,phylodb_1.076_taxsplit.ff/phylodb_1120.fa
phylodb_1121 Chlamydia_trachomatis_L2b__8200__07,,phylodb_1.076_taxsplit.ff/phylodb_1121.fa
phylodb_1122 Chlamydia_trachomatis_L2b__Ams1,,phylodb_1.076_taxsplit.ff/phylodb_1122.fa
phylodb_1123 Chlamydia_trachomatis_L2b__Ams2,,phylodb_1.076_taxsplit.ff/phylodb_1123.fa
phylodb_1124 Chlamydia_trachomatis_L2b__Ams3,,phylodb_1.076_taxsplit.ff/phylodb_1124.fa
phylodb_1125 Chlamydia_trachomatis_L2b__Ams4,,phylodb_1.076_taxsplit.ff/phylodb_1125.fa
phylodb_1126 Chlamydia_trachomatis_L2b__Ams5,,phylodb_1.076_taxsplit.ff/phylodb_1126.fa
phylodb_1127 Chlamydia_trachomatis_L2b__CV204,,phylodb_1.076_taxsplit.ff/phylodb_1127.fa
phylodb_1128 Chlamydia_trachomatis_L2b__Canada1,,phylodb_1.076_taxsplit.ff/phylodb_1128.fa
phylodb_1129 Chlamydia_trachomatis_L2b__Canada2,,phylodb_1.076_taxsplit.ff/phylodb_1129.fa
phylodb_1130 Chlamydia_trachomatis_L2b__LST,,phylodb_1.076_taxsplit.ff/phylodb_1130.fa
phylodb_1131 Chlamydia_trachomatis_L2b__UCH-1__proctitis,,phylodb_1.076_taxsplit.ff/phylodb_1131.fa
phylodb_1132 Chlamydia_trachomatis_L2b__UCH-2,,phylodb_1.076_taxsplit.ff/phylodb_1132.fa
phylodb_1133 Chlamydia_trachomatis_L2c,,phylodb_1.076_taxsplit.ff/phylodb_1133.fa
phylodb_1134 Chlamydia_trachomatis_L2tet1,,phylodb_1.076_taxsplit.ff/phylodb_1134.fa
phylodb_1135 Chlamydia_trachomatis_L3__404__LN,,phylodb_1.076_taxsplit.ff/phylodb_1135.fa
phylodb_1136 Chlamydia_trachomatis_RC-F(s)__342,,phylodb_1.076_taxsplit.ff/phylodb_1136.fa
phylodb_1137 Chlamydia_trachomatis_RC-F(s)__852,,phylodb_1.076_taxsplit.ff/phylodb_1137.fa
phylodb_1138 Chlamydia_trachomatis_RC-F__69,,phylodb_1.076_taxsplit.ff/phylodb_1138.fa
phylodb_1139 Chlamydia_trachomatis_RC-J(s)__122,,phylodb_1.076_taxsplit.ff/phylodb_1139.fa
phylodb_1140 Chlamydia_trachomatis_RC-J__943,,phylodb_1.076_taxsplit.ff/phylodb_1140.fa
phylodb_1141 Chlamydia_trachomatis_RC-J__953,,phylodb_1.076_taxsplit.ff/phylodb_1141.fa
phylodb_1142 Chlamydia_trachomatis_RC-J__966,,phylodb_1.076_taxsplit.ff/phylodb_1142.fa
phylodb_1143 Chlamydia_trachomatis_RC-J__971,,phylodb_1.076_taxsplit.ff/phylodb_1143.fa
phylodb_1144 Chlamydia_trachomatis_RC-L2(s)__3,,phylodb_1.076_taxsplit.ff/phylodb_1144.fa
phylodb_1145 Chlamydia_trachomatis_RC-L2(s)__46,,phylodb_1.076_taxsplit.ff/phylodb_1145.fa
phylodb_1146 Chlamydia_trachomatis_RC-L2__55,,phylodb_1.076_taxsplit.ff/phylodb_1146.fa
phylodb_1147 Chlamydia_trachomatis_Sweden2,,phylodb_1.076_taxsplit.ff/phylodb_1147.fa
phylodb_1148 Chlamydia_trachomatis_Sweden3,,phylodb_1.076_taxsplit.ff/phylodb_1148.fa
phylodb_1149 Chlamydia_trachomatis_Sweden4,,phylodb_1.076_taxsplit.ff/phylodb_1149.fa
phylodb_1150 Chlamydia_trachomatis_Sweden5,,phylodb_1.076_taxsplit.ff/phylodb_1150.fa
phylodb_5287 Chlamydomonas_chlamydogama-_Strain_SAG_11-48b,,phylodb_1.076_taxsplit.ff/phylodb_5287.fa
phylodb_5288 Chlamydomonas_euryale-_Strain_CCMP219,,phylodb_1.076_taxsplit.ff/phylodb_5288.fa
phylodb_5289 Chlamydomonas_leiostraca-_Strain_SAG_11-49,,phylodb_1.076_taxsplit.ff/phylodb_5289.fa
phylodb_5290 Chlamydomonas_moewusii,,phylodb_1.076_taxsplit.ff/phylodb_5290.fa
phylodb_5291 Chlamydomonas_reinhardtii,,phylodb_1.076_taxsplit.ff/phylodb_5291.fa
phylodb_5292 Chlamydomonas_sp_cf-_Strain_CCMP681,,phylodb_1.076_taxsplit.ff/phylodb_5292.fa
phylodb_1151 Chlamydophila_abortus_S26__3,,phylodb_1.076_taxsplit.ff/phylodb_1151.fa
phylodb_1152 Chlamydophila_caviae_GPIC,,phylodb_1.076_taxsplit.ff/phylodb_1152.fa
phylodb_1153 Chlamydophila_felis_Fe__C-56,,phylodb_1.076_taxsplit.ff/phylodb_1153.fa
phylodb_1154 Chlamydophila_pecorum_E58,,phylodb_1.076_taxsplit.ff/phylodb_1154.fa
phylodb_1155 Chlamydophila_pneumoniae_AR39,,phylodb_1.076_taxsplit.ff/phylodb_1155.fa
phylodb_1156 Chlamydophila_pneumoniae_CWL029,,phylodb_1.076_taxsplit.ff/phylodb_1156.fa
phylodb_1157 Chlamydophila_pneumoniae_J138,,phylodb_1.076_taxsplit.ff/phylodb_1157.fa
phylodb_1158 Chlamydophila_pneumoniae_LPCoLN,,phylodb_1.076_taxsplit.ff/phylodb_1158.fa
phylodb_1159 Chlamydophila_pneumoniae_TW-183,,phylodb_1.076_taxsplit.ff/phylodb_1159.fa
phylodb_1160 Chlamydophila_psittaci,,phylodb_1.076_taxsplit.ff/phylodb_1160.fa
phylodb_1161 Chlamydophila_psittaci_C,,phylodb_1.076_taxsplit.ff/phylodb_1161.fa
phylodb_1162 Chlamydophila_psittaci_D,,phylodb_1.076_taxsplit.ff/phylodb_1162.fa
phylodb_1163 Chlamydophila_psittaci_E,,phylodb_1.076_taxsplit.ff/phylodb_1163.fa
phylodb_1164 Chlamydophila_psittaci_F,,phylodb_1.076_taxsplit.ff/phylodb_1164.fa
phylodb_1165 Chlamydophila_psittaci_RD1,,phylodb_1.076_taxsplit.ff/phylodb_1165.fa
phylodb_239 Chloracidobacterium_thermophilum_B,,phylodb_1.076_taxsplit.ff/phylodb_239.fa
phylodb_5455 Chloranthus_spicatus,,phylodb_1.076_taxsplit.ff/phylodb_5455.fa
phylodb_5850 Chlorarachnion_reptans-_Strain_CCCM449,,phylodb_1.076_taxsplit.ff/phylodb_5850.fa
phylodb_5361 Chlorella_variabilis,,phylodb_1.076_taxsplit.ff/phylodb_5361.fa
phylodb_5362 Chlorella_vulgaris,,phylodb_1.076_taxsplit.ff/phylodb_5362.fa
phylodb_7618 Chloris_striate_mosaic_virus,,phylodb_1.076_taxsplit.ff/phylodb_7618.fa
phylodb_900 Chlorobaculum_parvum_NCIB_8327,,phylodb_1.076_taxsplit.ff/phylodb_900.fa
phylodb_901 Chlorobium_chlorochromatii_CaD3,,phylodb_1.076_taxsplit.ff/phylodb_901.fa
phylodb_902 Chlorobium_ferrooxidans_DSM_13031,,phylodb_1.076_taxsplit.ff/phylodb_902.fa
phylodb_903 Chlorobium_limicola_DSM_245,,phylodb_1.076_taxsplit.ff/phylodb_903.fa
phylodb_904 Chlorobium_luteolum_DSM_273,,phylodb_1.076_taxsplit.ff/phylodb_904.fa
phylodb_905 Chlorobium_phaeobacteroides_BS1,,phylodb_1.076_taxsplit.ff/phylodb_905.fa
phylodb_906 Chlorobium_phaeobacteroides_DSM_266,,phylodb_1.076_taxsplit.ff/phylodb_906.fa
phylodb_907 Chlorobium_phaeovibrioides_DSM_265,,phylodb_1.076_taxsplit.ff/phylodb_907.fa
phylodb_908 Chlorobium_tepidum_TLS,,phylodb_1.076_taxsplit.ff/phylodb_908.fa
phylodb_1174 Chloroflexus_Y-400-fl,,phylodb_1.076_taxsplit.ff/phylodb_1174.fa
phylodb_1175 Chloroflexus_aggregans_DSM_9485,,phylodb_1.076_taxsplit.ff/phylodb_1175.fa
phylodb_1176 Chloroflexus_aurantiacus_J-10-fl,,phylodb_1.076_taxsplit.ff/phylodb_1176.fa
phylodb_909 Chloroherpeton_thalassium_ATCC_35110,,phylodb_1.076_taxsplit.ff/phylodb_909.fa
phylodb_5569 Chlorokybus_atmophyticus,,phylodb_1.076_taxsplit.ff/phylodb_5569.fa
phylodb_5793 Choloepus_hoffmanni,,phylodb_1.076_taxsplit.ff/phylodb_5793.fa
phylodb_5392 Chondrus_crispus,,phylodb_1.076_taxsplit.ff/phylodb_5392.fa
phylodb_6333 Choristoneura_fumiferana_DEF_multiple_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6333.fa
phylodb_6334 Choristoneura_fumiferana_multiple_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6334.fa
phylodb_6361 Choristoneura_occidentalis_granulovirus,,phylodb_1.076_taxsplit.ff/phylodb_6361.fa
phylodb_5140 Chromera_velia,,phylodb_1.076_taxsplit.ff/phylodb_5140.fa
phylodb_5163 Alveolata_sp._CCMP3155,,phylodb_1.076_taxsplit.ff/phylodb_5163.fa
phylodb_3382 Chromobacterium_violaceum_ATCC_12472,,phylodb_1.076_taxsplit.ff/phylodb_3382.fa
phylodb_4292 Chromohalobacter_salexigens_DSM_3043,,phylodb_1.076_taxsplit.ff/phylodb_4292.fa
phylodb_5967 Chromulina_nebulosa-_Strain_CCMP266,,phylodb_1.076_taxsplit.ff/phylodb_5967.fa
phylodb_25291 Chronic_bee_paralysis_virus,,phylodb_1.076_taxsplit.ff/phylodb_25291.fa
phylodb_1254 Chroococcidiopsis_PCC_6712,,phylodb_1.076_taxsplit.ff/phylodb_1254.fa
phylodb_1255 Chroococcidiopsis_thermalis_PCC_7203,,phylodb_1.076_taxsplit.ff/phylodb_1255.fa
phylodb_5596 Chroomonas_mesostigmatica_cf-_Strain_CCMP1168,,phylodb_1.076_taxsplit.ff/phylodb_5596.fa
phylodb_25839 Chrysanthemum_virus_B,,phylodb_1.076_taxsplit.ff/phylodb_25839.fa
phylodb_973 Chryseobacterium_gleum,,phylodb_1.076_taxsplit.ff/phylodb_973.fa
phylodb_974 Chryseobacterium_gleum_ATCC_35910,,phylodb_1.076_taxsplit.ff/phylodb_974.fa
phylodb_1193 Chrysiogenes_arsenatis_DSM_11915,,phylodb_1.076_taxsplit.ff/phylodb_1193.fa
phylodb_5643 Chrysochromulina_brevifilum-_Strain_UTEX_LB_985,,phylodb_1.076_taxsplit.ff/phylodb_5643.fa
phylodb_5644 Chrysochromulina_polylepis_CCMP1757,,phylodb_1.076_taxsplit.ff/phylodb_5644.fa
phylodb_5645 Chrysochromulina_polylepis-_Strain_UIO037,,phylodb_1.076_taxsplit.ff/phylodb_5645.fa
phylodb_5646 Chrysochromulina_rotalis-_Strain_UIO044,,phylodb_1.076_taxsplit.ff/phylodb_5646.fa
phylodb_5651 Chrysoculter_rhomboideus-_Strain_RCC1486,,phylodb_1.076_taxsplit.ff/phylodb_5651.fa
phylodb_6001 Chrysocystis_fragilis-_Strain_CCMP3189,,phylodb_1.076_taxsplit.ff/phylodb_6001.fa
phylodb_6335 Chrysodeixis_chalcites_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6335.fa
phylodb_6002 Chrysoreinhardia_sp-_Strain_CCMP2950,,phylodb_1.076_taxsplit.ff/phylodb_6002.fa
phylodb_6003 Chrysoreinhardia_sp._CCMP2950,,phylodb_1.076_taxsplit.ff/phylodb_6003.fa
phylodb_1051 Chthoniobacter_flavus_Ellin428,,phylodb_1.076_taxsplit.ff/phylodb_1051.fa
phylodb_774 Chthonomonas_calidirosea_T49,,phylodb_1.076_taxsplit.ff/phylodb_774.fa
phylodb_5456 Cicer_arietinum,,phylodb_1.076_taxsplit.ff/phylodb_5456.fa
phylodb_5840 Ciona_intestinalis,,phylodb_1.076_taxsplit.ff/phylodb_5840.fa
phylodb_5841 Ciona_savignyi,,phylodb_1.076_taxsplit.ff/phylodb_5841.fa
phylodb_7339 Circovirus-like_genome_BBC-A,,phylodb_1.076_taxsplit.ff/phylodb_7339.fa
phylodb_7340 Circovirus-like_genome_CB-A,,phylodb_1.076_taxsplit.ff/phylodb_7340.fa
phylodb_7341 Circovirus-like_genome_CB-B,,phylodb_1.076_taxsplit.ff/phylodb_7341.fa
phylodb_7342 Circovirus-like_genome_RW-A,,phylodb_1.076_taxsplit.ff/phylodb_7342.fa
phylodb_7343 Circovirus-like_genome_RW-B,,phylodb_1.076_taxsplit.ff/phylodb_7343.fa
phylodb_7344 Circovirus-like_genome_RW-C,,phylodb_1.076_taxsplit.ff/phylodb_7344.fa
phylodb_7345 Circovirus-like_genome_RW-D,,phylodb_1.076_taxsplit.ff/phylodb_7345.fa
phylodb_7346 Circovirus-like_genome_RW-E,,phylodb_1.076_taxsplit.ff/phylodb_7346.fa
phylodb_7347 Circovirus-like_genome_SAR-A,,phylodb_1.076_taxsplit.ff/phylodb_7347.fa
phylodb_7348 Circovirus-like_genome_SAR-B,,phylodb_1.076_taxsplit.ff/phylodb_7348.fa
phylodb_7154 Circulifer_tenellus_virus_1,,phylodb_1.076_taxsplit.ff/phylodb_7154.fa
phylodb_2941 Citreicella_SE45,,phylodb_1.076_taxsplit.ff/phylodb_2941.fa
phylodb_3838 Citrobacter_30_2,,phylodb_1.076_taxsplit.ff/phylodb_3838.fa
phylodb_3839 Citrobacter_freundii_4_7_47CFAA,,phylodb_1.076_taxsplit.ff/phylodb_3839.fa
phylodb_3840 Citrobacter_koseri_ATCC_BAA-895,,phylodb_1.076_taxsplit.ff/phylodb_3840.fa
phylodb_3841 Citrobacter_rodentium,,phylodb_1.076_taxsplit.ff/phylodb_3841.fa
phylodb_3842 Citrobacter_rodentium_ICC168,,phylodb_1.076_taxsplit.ff/phylodb_3842.fa
phylodb_3843 Citrobacter_youngae_ATCC_29220,,phylodb_1.076_taxsplit.ff/phylodb_3843.fa
phylodb_3144 Citromicrobium_JLT1363,,phylodb_1.076_taxsplit.ff/phylodb_3144.fa
phylodb_3145 Citromicrobium_bathyomarinum_JL354,,phylodb_1.076_taxsplit.ff/phylodb_3145.fa
phylodb_25862 Citrus_leaf_blotch_virus,,phylodb_1.076_taxsplit.ff/phylodb_25862.fa
phylodb_7918 Citrus_leaf_rugose_virus,,phylodb_1.076_taxsplit.ff/phylodb_7918.fa
phylodb_25292 Citrus_leprosis_virus_C,,phylodb_1.076_taxsplit.ff/phylodb_25292.fa
phylodb_7869 Citrus_psorosis_virus,,phylodb_1.076_taxsplit.ff/phylodb_7869.fa
phylodb_5457 Citrus_sinensis,,phylodb_1.076_taxsplit.ff/phylodb_5457.fa
phylodb_25882 Citrus_sudden_death-associated_virus,,phylodb_1.076_taxsplit.ff/phylodb_25882.fa
phylodb_25300 Citrus_tristeza_virus,,phylodb_1.076_taxsplit.ff/phylodb_25300.fa
phylodb_7919 Citrus_variegation_virus,,phylodb_1.076_taxsplit.ff/phylodb_7919.fa
phylodb_6038 Citrus_yellow_mosaic_virus,,phylodb_1.076_taxsplit.ff/phylodb_6038.fa
phylodb_6336 Clanis_bilineata_nucleopolyhedrovirus,,phylodb_1.076_taxsplit.ff/phylodb_6336.fa
phylodb_25368 Classical_swine_fever_virus,,phylodb_1.076_taxsplit.ff/phylodb_25368.fa
phylodb_569 Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382,,phylodb_1.076_taxsplit.ff/phylodb_569.fa
phylodb_570 Clavibacter_michiganensis_subsp._nebraskensis_NCPPB_2581,,phylodb_1.076_taxsplit.ff/phylodb_570.fa
phylodb_571 Clavibacter_michiganensis_subsp._sepedonicus,,phylodb_1.076_taxsplit.ff/phylodb_571.fa
phylodb_6651 Clavibacter_phage_CMP1,,phylodb_1.076_taxsplit.ff/phylodb_6651.fa
phylodb_5719 Clavispora_lusitaniae_ATCC_42720,,phylodb_1.076_taxsplit.ff/phylodb_5719.fa
phylodb_6140 Cleome_leaf_crumple_virus_associated_DNA_1,,phylodb_1.076_taxsplit.ff/phylodb_6140.fa
phylodb_7381 Clerodendron_yellow_mosaic_virus,,phylodb_1.076_taxsplit.ff/phylodb_7381.fa
phylodb_7382 Clerodendrum_golden_mosaic_China_virus,,phylodb_1.076_taxsplit.ff/phylodb_7382.fa
phylodb_7383 Clerodendrum_golden_mosaic_virus,,phylodb_1.076_taxsplit.ff/phylodb_7383.fa
phylodb_5168 Climacostomum_Climacostomum_virens-_Strain_Stock_W-24,,phylodb_1.076_taxsplit.ff/phylodb_5168.fa
phylodb_4841 Cloacibacillus_evryensis_DSM_19522,,phylodb_1.076_taxsplit.ff/phylodb_4841.fa
phylodb_4835 Cloacimonas_acidaminovorans,,phylodb_1.076_taxsplit.ff/phylodb_4835.fa
phylodb_4836 Cloacimonas_acidaminovorans_str._Evry,,phylodb_1.076_taxsplit.ff/phylodb_4836.fa
phylodb_5127 Cloacimonetes_bacterium_JGI_0000014-K11,,phylodb_1.076_taxsplit.ff/phylodb_5127.fa
phylodb_5128 Cloacimonetes_bacterium_JGI_0000039-A21,,phylodb_1.076_taxsplit.ff/phylodb_5128.fa
phylodb_5129 Cloacimonetes_bacterium_JGI_0000039-G13,,phylodb_1.076_taxsplit.ff/phylodb_5129.fa
phylodb_5130 Cloacimonetes_bacterium_JGI_0000039-I17,,phylodb_1.076_taxsplit.ff/phylodb_5130.fa
phylodb_5131 Cloacimonetes_bacterium_JGI_0000039-M09,,phylodb_1.076_taxsplit.ff/phylodb_5131.fa
phylodb_5132 Cloacimonetes_bacterium_JGI_0000039-P09,,phylodb_1.076_taxsplit.ff/phylodb_5132.fa
phylodb_5133 Cloacimonetes_bacterium_JGI_0000059-F17,,phylodb_1.076_taxsplit.ff/phylodb_5133.fa
phylodb_5134 Cloacimonetes_bacterium_JGI_0000059-L07,,phylodb_1.076_taxsplit.ff/phylodb_5134.fa
phylodb_5135 Cloacimonetes_bacterium_JGI_0000059-P03,,phylodb_1.076_taxsplit.ff/phylodb_5135.fa
phylodb_5136 Cloacimonetes_bacterium_JGI_0000059-P11,,phylodb_1.076_taxsplit.ff/phylodb_5136.fa
phylodb_5019 Cloacimonetes_bacterium_SCGC_AAA252-E13,,phylodb_1.076_taxsplit.ff/phylodb_5019.fa
phylodb_5020 Cloacimonetes_bacterium_SCGC_AAA252-E20,,phylodb_1.076_taxsplit.ff/phylodb_5020.fa
phylodb_5021 Cloacimonetes_bacterium_SCGC_AAA252-F02,,phylodb_1.076_taxsplit.ff/phylodb_5021.fa
phylodb_5022 Cloacimonetes_bacterium_SCGC_AAA252-G07,,phylodb_1.076_taxsplit.ff/phylodb_5022.fa
phylodb_5023 Cloacimonetes_bacterium_SCGC_AAA252-G08,,phylodb_1.076_taxsplit.ff/phylodb_5023.fa
phylodb_5024 Cloacimonetes_bacterium_SCGC_AAA252-I16,,phylodb_1.076_taxsplit.ff/phylodb_5024.fa
phylodb_5025 Cloacimonetes_bacterium_SCGC_AAA252-L05,,phylodb_1.076_taxsplit.ff/phylodb_5025.fa
phylodb_5026 Cloacimonetes_bacterium_SCGC_AAA252-L13,,phylodb_1.076_taxsplit.ff/phylodb_5026.fa
phylodb_5027 Cloacimonetes_bacterium_SCGC_AAA252-M08,,phylodb_1.076_taxsplit.ff/phylodb_5027.fa
phylodb_5028 Cloacimonetes_bacterium_SCGC_AAA252-N05,,phylodb_1.076_taxsplit.ff/phylodb_5028.fa
phylodb_5029 Cloacimonetes_bacterium_SCGC_AAA252-N11,,phylodb_1.076_taxsplit.ff/phylodb_5029.fa
phylodb_5030 Cloacimonetes_bacterium_SCGC_AAA252-P02,,phylodb_1.076_taxsplit.ff/phylodb_5030.fa
phylodb_5031 Cloacimonetes_bacterium_SCGC_AAA255-B16,,phylodb_1.076_taxsplit.ff/phylodb_5031.fa
phylodb_5032 Cloacimonetes_bacterium_SCGC_AAA255-L20,,phylodb_1.076_taxsplit.ff/phylodb_5032.fa
phylodb_2394 Clostridiales_1_7_47FAA,,phylodb_1.076_taxsplit.ff/phylodb_2394.fa
phylodb_2395 Clostridiales_genomosp._BVAB3_str._UPII9-5,,phylodb_1.076_taxsplit.ff/phylodb_2395.fa
phylodb_2264 Clostridium_7_2_43FAA,,phylodb_1.076_taxsplit.ff/phylodb_2264.fa
phylodb_2265 Clostridium_7_3_54FAA,,phylodb_1.076_taxsplit.ff/phylodb_2265.fa
phylodb_2266 Clostridium_BNL1100,,phylodb_1.076_taxsplit.ff/phylodb_2266.fa
phylodb_2267 Clostridium_D5,,phylodb_1.076_taxsplit.ff/phylodb_2267.fa
phylodb_2268 Clostridium_DL-VIII,,phylodb_1.076_taxsplit.ff/phylodb_2268.fa
phylodb_2269 Clostridium_HGF2,,phylodb_1.076_taxsplit.ff/phylodb_2269.fa
phylodb_2270 Clostridium_L2-50,,phylodb_1.076_taxsplit.ff/phylodb_2270.fa
phylodb_2271 Clostridium_M62__1,,phylodb_1.076_taxsplit.ff/phylodb_2271.fa
phylodb_2272 Clostridium_MCF-1,,phylodb_1.076_taxsplit.ff/phylodb_2272.fa
phylodb_2273 Clostridium_SS2__1,,phylodb_1.076_taxsplit.ff/phylodb_2273.fa
phylodb_2274 Clostridium_SY8519,,phylodb_1.076_taxsplit.ff/phylodb_2274.fa
phylodb_2275 Clostridium_acetobutylicum_ATCC_824,,phylodb_1.076_taxsplit.ff/phylodb_2275.fa
phylodb_2276 Clostridium_acetobutylicum_DSM_1731,,phylodb_1.076_taxsplit.ff/phylodb_2276.fa
phylodb_2277 Clostridium_acetobutylicum_EA_2018,,phylodb_1.076_taxsplit.ff/phylodb_2277.fa
phylodb_2278 Clostridium_acidurici_9a,,phylodb_1.076_taxsplit.ff/phylodb_2278.fa
phylodb_2279 Clostridium_asparagiforme_DSM_15981,,phylodb_1.076_taxsplit.ff/phylodb_2279.fa
phylodb_2280 Clostridium_bartlettii_DSM_16795,,phylodb_1.076_taxsplit.ff/phylodb_2280.fa
phylodb_2281 Clostridium_beijerinckii_NCIMB_8052,,phylodb_1.076_taxsplit.ff/phylodb_2281.fa
phylodb_2282 Clostridium_bolteae_ATCC_BAA-613,,phylodb_1.076_taxsplit.ff/phylodb_2282.fa
phylodb_2283 Clostridium_botulinum_A_str._ATCC_19397,,phylodb_1.076_taxsplit.ff/phylodb_2283.fa
phylodb_2284 Clostridium_botulinum_A_str._ATCC_3502,,phylodb_1.076_taxsplit.ff/phylodb_2284.fa
phylodb_2285 Clostridium_botulinum_A_str._Hall,,phylodb_1.076_taxsplit.ff/phylodb_2285.fa
phylodb_2286 Clostridium_botulinum_A2_str._Kyoto,,phylodb_1.076_taxsplit.ff/phylodb_2286.fa
phylodb_2287 Clostridium_botulinum_A3_str._Loch_Maree,,phylodb_1.076_taxsplit.ff/phylodb_2287.fa
phylodb_2288 Clostridium_botulinum_B_str._Eklund_17B,,phylodb_1.076_taxsplit.ff/phylodb_2288.fa
phylodb_2289 Clostridium_botulinum_B1_str._Okra,,phylodb_1.076_taxsplit.ff/phylodb_2289.fa
phylodb_2290 Clostridium_botulinum_BKT015925,,phylodb_1.076_taxsplit.ff/phylodb_2290.fa
phylodb_2291 Clostridium_botulinum_Ba4_str._657,,phylodb_1.076_taxsplit.ff/phylodb_2291.fa
phylodb_2292 Clostridium_botulinum_Bf,,phylodb_1.076_taxsplit.ff/phylodb_2292.fa
phylodb_2293 Clostridium_botulinum_D_str._1873,,phylodb_1.076_taxsplit.ff/phylodb_2293.fa
phylodb_2294 Clostridium_botulinum_E1_str._BoNT_E_Beluga,,phylodb_1.076_taxsplit.ff/phylodb_2294.fa
phylodb_2295 Clostridium_botulinum_E3_str._Alaska_E43,,phylodb_1.076_taxsplit.ff/phylodb_2295.fa
phylodb_2296 Clostridium_botulinum_F_str._230613,,phylodb_1.076_taxsplit.ff/phylodb_2296.fa
phylodb_2297 Clostridium_botulinum_F_str._Langeland,,phylodb_1.076_taxsplit.ff/phylodb_2297.fa
phylodb_2298 Clostridium_botulinum_H04402_065,,phylodb_1.076_taxsplit.ff/phylodb_2298.fa
phylodb_2299 Clostridium_botulinum_NCTC_2916,,phylodb_1.076_taxsplit.ff/phylodb_2299.fa
phylodb_2300 Clostridium_botulinum_type_C_-_Eklund,,phylodb_1.076_taxsplit.ff/phylodb_2300.fa
phylodb_2301 Clostridium_butyricum,,phylodb_1.076_taxsplit.ff/phylodb_2301.fa
phylodb_2302 Clostridium_butyricum_5521,,phylodb_1.076_taxsplit.ff/phylodb_2302.fa
phylodb_2303 Clostridium_butyricum_E4_str._BoNT_E_BL5262,,phylodb_1.076_taxsplit.ff/phylodb_2303.fa
phylodb_2304 Clostridium_carboxidivorans_P7,,phylodb_1.076_taxsplit.ff/phylodb_2304.fa
phylodb_2305 Clostridium_cellulolyticum_H10,,phylodb_1.076_taxsplit.ff/phylodb_2305.fa
phylodb_2306 Clostridium_cellulovorans_743B,,phylodb_1.076_taxsplit.ff/phylodb_2306.fa
phylodb_2307 Clostridium_cf._saccharolyticum_K10,,phylodb_1.076_taxsplit.ff/phylodb_2307.fa
phylodb_2308 Clostridium_citroniae_WAL-17108,,phylodb_1.076_taxsplit.ff/phylodb_2308.fa
phylodb_2309 Clostridium_clariflavum_DSM_19732,,phylodb_1.076_taxsplit.ff/phylodb_2309.fa
phylodb_2310 Clostridium_clostridioforme_2_1_49FAA,,phylodb_1.076_taxsplit.ff/phylodb_2310.fa
phylodb_2312 Clostridium_difficile_630,,phylodb_1.076_taxsplit.ff/phylodb_2312.fa
phylodb_2313 Clostridium_difficile_BI1,,phylodb_1.076_taxsplit.ff/phylodb_2313.fa
phylodb_2315 Clostridium_difficile_CD196,,phylodb_1.076_taxsplit.ff/phylodb_2315.fa
phylodb_2317 Clostridium_difficile_CIP_107932,,phylodb_1.076_taxsplit.ff/phylodb_2317.fa
phylodb_2320 Clostridium_difficile_NAP07,,phylodb_1.076_taxsplit.ff/phylodb_2320.fa
phylodb_2321 Clostridium_difficile_NAP08,,phylodb_1.076_taxsplit.ff/phylodb_2321.fa
phylodb_2322 Clostridium_difficile_QCD-23m63,,phylodb_1.076_taxsplit.ff/phylodb_2322.fa
phylodb_2497 Clostridium_difficile_QCD-32g58,,phylodb_1.076_taxsplit.ff/phylodb_2497.fa
phylodb_2323 Clostridium_difficile_QCD-37x79,,phylodb_1.076_taxsplit.ff/phylodb_2323.fa
